ensembl_gene_id	external_gene_name	length	logFC	logCPM	F	PValue	FDR	class	entrezgene_id
ENSG00000104147	OIP5	23318	-2.59850530284292	1.30790512053287	159.81062660509	1.39665466608615e-22	5.26073257559118e-21	-	11339
ENSG00000104368	PLAT	32991	-1.53309128751665	6.67966264002016	24.2455647626537	3.28780559772766e-06	7.83715303724162e-06	-	5327
ENSG00000104415	CCN4	40651	-2.13325890515784	3.17671956010253	98.2864640360097	1.30008410209643e-16	1.46717715673272e-15	-	8840
ENSG00000104738	MCM4	17975	-2.40053449415473	5.82995602935782	220.183640975625	3.42302065915377e-27	3.84289637507205e-25	-	4173
ENSG00000104760	FGL1	45985	-6.80115924311719	4.49154441609977	100.393681873596	7.59034666032331e-17	8.95764528398155e-16	-	2267
ENSG00000104783	KCNN4	14443	-3.34658832243673	4.85914642129975	130.091038232112	6.71459979277363e-20	1.47133987094123e-18	-	3783
ENSG00000104833	TUBB4A	8529	-1.70165162171442	2.16394109108792	63.652114161347	2.31409789694589e-12	1.26568929263833e-11	-	10382
ENSG00000104892	KLC3	18086	-1.58814011261283	2.53367576978034	64.993398620591	1.52520304523702e-12	8.55588431184388e-12	-	147700
ENSG00000104951	IL4I1	39885	-1.78885071555573	3.98056572585666	101.296825737255	6.03745402646306e-17	7.29430766341858e-16	-	259307
ENSG00000105011	ASF1B	17101	-2.47243361412635	3.41490358247336	198.666596430271	1.17308335894464e-25	8.97408769592648e-24	-	55723
ENSG00000105048	TNNT1	16508	-2.9566268904923	3.30284666286268	51.9793524133735	1.01805792745701e-10	4.39700312460759e-10	-	7138
ENSG00000105131	EPHX3	6516	-2.32798229121964	3.42814083863133	93.0116141228036	5.13087787776445e-16	5.11873904377781e-15	-	79852
ENSG00000105173	CCNE1	12321	-4.03924693959783	2.94076833226312	161.331125278863	1.0382272871333e-22	4.05189877364506e-21	-	898
ENSG00000105219	CCNP	4489	-4.42685864210482	1.16448674229094	143.679168669401	3.63157371303797e-21	9.93453764631542e-20	-	79935
ENSG00000105369	CD79A	4093	-1.86482162581389	4.11210629605377	39.5200725021368	8.19770945684841e-09	2.7198272653896e-08	-	973
ENSG00000105388	CEACAM5	21848	-4.7972223075292	8.79921469808429	73.5089510917382	1.16915819813149e-13	7.81654141047769e-13	-	1048
ENSG00000105464	GRIN2D	51263	-3.26175654988983	2.68492134380968	83.2247937794357	7.26863248799807e-15	5.8613520095615e-14	-	2906
ENSG00000105641	SLC5A5	23229	-4.15967661632443	1.93502721236243	53.5309446294128	6.05263343057251e-11	2.69700977786516e-10	-	6528
ENSG00000105664	COMP	8532	-2.8720760854892	4.70053744674826	50.3120280571908	1.79115299667152e-10	7.51997186970711e-10	-	1311
ENSG00000105696	TMEM59L	13609	-3.96882570335368	3.51579846698019	65.9716289338661	1.12779499808095e-12	6.49298958435613e-12	-	25789
ENSG00000105699	LSR	19634	-1.58185348620056	7.50861544123293	90.6936803586875	9.49342526190629e-16	9.02815342976336e-15	-	51599
ENSG00000105737	GRIK5	71885	-2.33312284227169	1.17783760582718	35.4114327372434	3.81967385114771e-08	1.1653139441061e-07	-	2901
ENSG00000105825	TFPI2	5357	-2.91606510017814	5.89401954126073	43.5243419463277	1.91533147332952e-09	6.93345180954651e-09	-	7980
ENSG00000105889	STEAP1B	308169	-2.7956772891671	1.26600400926992	104.187791064134	2.92180526973731e-17	3.78106970871919e-16	-	256227
ENSG00000105889	STEAP1B	308169	-2.7956772891671	1.26600400926992	104.187791064134	2.92180526973731e-17	3.78106970871919e-16	-	401312
ENSG00000105929	ATP6V0A4	93266	-1.98627445141568	2.65848776063162	23.1635567641329	5.18556703865096e-06	1.20663887659807e-05	-	50617
ENSG00000105976	MET	126181	-1.63600280729459	7.93440962382943	39.7480150602673	7.5376057328017e-09	2.51546199504114e-08	-	4233
ENSG00000105991	HOXA1	3007	-3.05691512902977	1.12275167142725	62.2881788790705	3.54864401728634e-12	1.89593653939628e-11	-	3198
ENSG00000106089	STX1A	20466	-2.84260525983918	3.10625995386477	256.541228460118	1.45054361676309e-29	3.68800714562016e-27	-	6804
ENSG00000106236	NPTX2	12584	-2.26607267537362	2.06447783783263	32.9982500528346	9.65723151146799e-08	2.78784230425397e-07	-	4885
ENSG00000106278	PTPRZ1	188947	-1.77890169840954	2.47086618647166	22.4291094404856	7.08413525794003e-06	1.6196457878144e-05	-	5803
ENSG00000106462	EZH2	77064	-2.70314100558223	3.49958807410395	286.730179228943	2.33606541207783e-31	1.55339365036206e-28	-	2146
ENSG00000106536	POU6F2	515186	-4.05046719064643	1.47795403683299	52.4471029469777	8.69845330849906e-11	3.79287018325624e-10	-	11281
ENSG00000106541	AGR2	41622	-2.54359683514019	8.44169217467996	95.0825913375238	2.97964902595136e-16	3.10706586306834e-15	-	10551
ENSG00000106927	AMBP	18201	-4.7199652200222	3.59815332478614	61.46339520372	4.60389015119543e-12	2.42377152326485e-11	-	259
ENSG00000107159	CA9	7231	-5.06819592120356	3.35608923864669	86.0025133128999	3.37659723906569e-15	2.90149054006992e-14	-	768
ENSG00000107833	NPM3	2121	-1.84326977033729	3.90800022016555	174.751809119957	8.14734739898658e-24	4.04768647072066e-22	-	10360
ENSG00000107954	NEURL1	98841	-2.06244201020139	1.44173646588084	29.278363465909	4.18559766833551e-07	1.10937909072287e-06	-	9148
ENSG00000107984	DKK1	3761	-2.90332129209967	3.9099252766566	36.7021302813432	2.34289637134396e-08	7.33411829878068e-08	-	22943
ENSG00000108106	UBE2S	8043	-1.81396842026899	3.35423813230483	111.046707907401	5.43858629488116e-18	8.16921967438752e-17	-	27338
ENSG00000108176	DNAJC12	41519	-4.18672982142441	3.62464707112097	125.052909234392	2.07002710356691e-19	4.1470102657669e-18	-	56521
ENSG00000108309	RUNDC3A	10257	-2.63650101083767	1.05398584353368	46.0724679343713	7.76319963977298e-10	2.96286884264978e-09	-	10900
ENSG00000108379	WNT3	70648	-2.13575611915466	2.71753499003632	176.662514397388	5.72896182985573e-24	2.93041482474484e-22	-	7473
ENSG00000108379	WNT3	70648	-2.13575611915466	2.71753499003632	176.662514397388	5.72896182985573e-24	2.93041482474484e-22	-	101929777
ENSG00000108551	RASD1	1958	-1.92027147595277	6.14834542412782	34.5712562517428	5.26482039500516e-08	1.57561848380205e-07	-	51655
ENSG00000108582	CPD	91062	-1.81143857543818	8.16016462919202	86.6968922712748	2.79273825240527e-15	2.4351320629161e-14	-	1362
ENSG00000108602	ALDH3A1	10959	-2.87750262946318	6.58772941784692	22.4371375735257	7.05993379253256e-06	1.61496686079777e-05	-	218
ENSG00000108773	KAT2A	8256	-1.72935843172224	5.49815173301941	195.474458468118	2.02502692518665e-25	1.48217829729579e-23	-	2648
ENSG00000108821	COL1A1	17531	-2.98761690261341	10.7712250702704	96.0619840042781	2.30901332970706e-16	2.48107715707304e-15	-	1277
ENSG00000108846	ABCC3	57476	-2.69082264874348	7.1990418250092	153.311350529369	5.06155252712201e-22	1.67002255040863e-20	-	8714
ENSG00000108984	MAP2K6	139168	-1.72313690053056	2.69132222435137	49.3949340179614	2.45076742101275e-10	1.01052511189815e-09	-	5608
ENSG00000109255	NMU	41469	-4.16031806770983	1.15082515245516	100.684743155077	7.04978002922514e-17	8.38264421769419e-16	-	10874
ENSG00000109265	CRACD	281511	-1.590740444754	2.01480082038172	44.6651092026001	1.27573396081883e-09	4.73613151140151e-09	-	57482
ENSG00000109511	ANXA10	95199	-7.64216215502325	2.27945642760664	90.1603175622233	1.09491155867546e-15	1.02935975736487e-14	-	11199
ENSG00000109586	GALNT7	155156	-1.72249784914559	5.74645284579128	163.245700614699	7.16440120778328e-23	2.88058912747361e-21	-	51809
ENSG00000109654	TRIM2	187156	-1.5578378985619	6.44384865539866	70.0381583506416	3.27798319770618e-13	2.04300834553505e-12	-	23321
ENSG00000109674	NEIL3	53062	-4.55046566033399	1.36385789012348	196.070948873351	1.82781003834204e-25	1.35047041679041e-23	-	55247
ENSG00000109805	NCAPG	33886	-2.31426698364857	3.6062406319529	163.284125390077	7.11145518554497e-23	2.87266235287119e-21	-	64151
ENSG00000109814	UGDH	29556	-2.14986783514073	6.92796562866677	82.2264605546848	9.6023880692e-15	7.6119068009353e-14	-	7358
ENSG00000109881	CCDC34	32407	-1.61354380222193	3.12527753672575	69.8753008600897	3.44226302950278e-13	2.13999588338992e-12	-	91057
ENSG00000109956	B3GAT1	33738	-2.35161852932217	1.85687284873521	42.5459854219111	2.72135521236114e-09	9.62157674161795e-09	-	27087
ENSG00000110400	NECTIN1	105792	-1.80940673106499	5.26792514967719	84.7628079114455	4.7474294568675e-15	3.96322104682676e-14	-	5818
ENSG00000110427	KIAA1549L	297994	-3.12592837056135	1.76544076408907	53.6923107087433	5.73580414175876e-11	2.56177519521744e-10	-	25758
ENSG00000110492	MDK	3081	-3.06837846856807	7.40428917121601	241.145782198423	1.36559700341811e-28	2.40916393796895e-26	-	4192
ENSG00000110660	SLC35F2	137302	-1.7432506308219	5.01507533187666	158.141496674041	1.93798004451648e-22	7.06872088389142e-21	-	54733
ENSG00000110680	CALCA	5732	-5.86573585349575	4.28002874769555	51.9964203696933	1.01222092141953e-10	4.3739783830098e-10	-	796
ENSG00000110777	POU2AF1	103375	-1.72931858282196	3.8390825318622	43.172247433515	2.17277199390476e-09	7.79843367295399e-09	-	5450
ENSG00000111012	CYP27B1	6652	-1.99093617645264	2.36688262380895	184.38699423091	1.41379030582359e-24	8.28576969402848e-23	-	1594
ENSG00000111206	FOXM1	19494	-3.56501977114109	4.89562616658042	206.388723172667	3.20694137500977e-26	2.82881680778285e-24	-	2305
ENSG00000111247	RAD51AP1	21249	-2.45784211047198	2.76621270150844	145.129637985378	2.68579068564552e-21	7.52587279807542e-20	-	10635
ENSG00000111344	RASAL1	37420	-3.72364144595328	2.20411395105712	171.509762724053	1.48928666056577e-23	6.86620721987243e-22	-	8437
ENSG00000111432	FZD10	3281	-2.10884942828105	2.35238587164495	21.2592006386467	1.16981590205912e-05	2.59593725204725e-05	-	11211
ENSG00000111602	TIMELESS	33063	-1.99743720137881	5.0302552255637	208.397727676344	2.3008482323728e-26	2.10472831161341e-24	-	8914
ENSG00000111640	GAPDH	3862	-1.86104857509465	10.4019609335972	168.24944178339	2.75168704477719e-23	1.18049422623208e-21	-	2597
ENSG00000111665	CDCA3	6499	-3.3125585969325	2.7806263308992	238.761443717786	1.95010717137128e-28	3.27334008600369e-26	-	83461
ENSG00000111700	SLCO1B3	106209	-7.46212714831816	2.42530109388418	97.2960433583201	1.67759363813214e-16	1.85092000061688e-15	-	28234
ENSG00000112242	E2F3	91835	-1.53910845330562	4.42027125215696	148.376808732139	1.37578783596311e-21	4.13669493842892e-20	-	1871
ENSG00000112312	GMNN	11168	-1.50958866051063	3.68653565881227	115.170463989428	2.03199555097714e-18	3.31739103690688e-17	-	51053
ENSG00000112559	MDFI	17362	-1.55743986024265	4.16412689098208	43.9049792159837	1.67183366006603e-09	6.11861391805282e-09	-	4188
ENSG00000112699	GMDS	621799	-1.56180014072429	4.39170114342047	112.707032105163	3.65035109624383e-18	5.66525315107357e-17	-	2762
ENSG00000112742	TTK	38640	-3.69619532233312	2.74544286206796	223.359553849704	2.07321930160182e-27	2.57869701477654e-25	-	7272
ENSG00000112984	KIF20A	9004	-3.18885648736602	3.42322991410791	261.813005764509	6.8821799178626e-30	2.19429477958145e-27	-	10112
ENSG00000113296	THBS4	91976	-1.64807333929951	2.94667718377585	16.1491839027841	0.000112424193028674	0.000218246336545335	-	7060
ENSG00000113368	LMNB1	60397	-1.93295310648038	4.82543292977677	152.076583549847	6.48856241628439e-22	2.07742140028039e-20	-	4001
ENSG00000113569	NUP155	82969	-1.56867447121908	5.3616209508768	160.047557747121	1.33342839436787e-22	5.06673483741232e-21	-	9631
ENSG00000113924	HGD	54097	-4.21981467731575	3.90311360864238	97.0606423383301	1.78272348484377e-16	1.95443920922409e-15	-	3081
ENSG00000114270	COL7A1	31256	-3.45704900851681	4.18324000043334	106.074946997337	1.82942786988681e-17	2.46715900487309e-16	-	1294
ENSG00000114346	ECT2	70792	-2.41954712990882	5.16282012098526	199.363983193046	1.04199854130587e-25	8.04246106278443e-24	-	1894
ENSG00000114455	HHLA2	81756	-1.65273917987904	3.69445522772794	9.80657918240772	0.00227096271028741	0.0036963541986593	-	11148
ENSG00000114631	PODXL2	43617	-3.41856959251153	4.88415501790117	220.749572405889	3.12929971730976e-27	3.61857069477423e-25	-	50512
ENSG00000114638	UPK1B	31626	-3.25488425310095	3.52657343284049	17.4635365072569	6.20756932018131e-05	0.000124851868283637	-	7348
ENSG00000114923	SLC4A3	14586	-2.19527248910316	2.61074016407987	64.2374252104533	1.92835333510478e-12	1.06413344432258e-11	-	6508
ENSG00000115163	CENPA	36778	-2.36827971735438	2.3330768241506	150.122747308375	9.63644300286744e-22	2.94875155887744e-20	-	1058
ENSG00000115226	FNDC4	3317	-1.92815471096109	3.0579915557335	65.7073405998709	1.22340570479784e-12	6.9945308301091e-12	-	64838
ENSG00000115255	REEP6	6761	-1.8859267256769	3.31761085163569	65.8721465506329	1.16285633210267e-12	6.65843995478435e-12	-	92840
ENSG00000115457	IGFBP2	31608	-1.76047420964434	7.20776784737393	33.5763209044575	7.72034442192239e-08	2.26094974575571e-07	-	3485
ENSG00000115507	OTX1	7779	-3.93189279287104	2.20949164027398	129.042681620583	8.46975931428998e-20	1.82131428836765e-18	-	5013
ENSG00000115616	SLC9A2	91802	-3.1659111616064	1.5502276547604	48.2058638460745	3.69112938430965e-10	1.48235855299828e-09	-	6549
ENSG00000115641	FHL2	80801	-2.33435352779309	5.31328680706706	150.107824318812	9.66571227642824e-22	2.95248232415491e-20	-	2274
ENSG00000115657	ABCB6	9222	-2.3335510009035	4.93328769384218	146.134992067988	2.18128948591674e-21	6.2541150782777e-20	-	10058
ENSG00000115718	PROC	10815	-4.72386639084895	1.87872974548559	107.843328877777	1.18433625156048e-17	1.65320162859586e-16	-	5624
ENSG00000115758	ODC1	8359	-1.69185410260306	8.04580688052086	29.6525285825298	3.60398456345872e-07	9.62602952535729e-07	-	4953
ENSG00000115828	QPCT	30495	-2.67133664082286	4.68401667684614	69.6363982875483	3.69858563813958e-13	2.28619403281356e-12	-	25797
ENSG00000116031	CD207	5605	-1.9485846691299	3.25945869053155	17.4516352382864	6.24080046070522e-05	0.000125418108991204	-	50489
ENSG00000116191	RALGPS2	196677	-1.74383830297441	4.4806885557079	198.042758629991	1.30456397210136e-25	9.84917315007007e-24	-	55103
ENSG00000116711	PLA2G4A	160032	-2.95613227593439	5.47978368424731	95.4003792539015	2.74265846662994e-16	2.88079114395899e-15	-	5321
ENSG00000117122	MFAP2	6130	-1.64496611751993	4.51198925003798	66.2098342987827	1.04815857971859e-12	6.07292683805454e-12	-	4237
ENSG00000117215	PLA2G2D	7627	-1.660125346221	2.5385269218513	23.9886614822421	3.6619211979378e-06	8.66798406231471e-06	-	26279
ENSG00000117322	CR2	36871	-1.66075030027513	2.90635433555164	13.7969586224709	0.000332981076304192	0.000607012845658284	-	1380
ENSG00000117394	SLC2A1	33540	-4.09462133406806	7.02044419730512	213.999890098675	9.21909849428571e-27	9.05619283339237e-25	-	6513
ENSG00000117399	CDC20	4222	-3.89629370795574	3.89080528273976	260.222361531291	8.60849340983915e-30	2.61109197478437e-27	-	991
ENSG00000117407	ARTN	3920	-3.37068739489928	1.055832159281	111.508047254054	4.86672293425794e-18	7.36139744622796e-17	-	9048
ENSG00000117650	NEK2	16973	-3.95857311753261	3.04828735239895	244.421672963092	8.403950288479e-29	1.61439885041682e-26	-	4751
ENSG00000117724	CENPF	61389	-3.67004784521216	4.95016187775388	279.19061560046	6.35066647036667e-31	3.43114601894279e-28	-	1063
ENSG00000117983	MUC5B	39106	-3.38163441116791	8.38979072222587	35.0505907031085	4.3829132778883e-08	1.32545369357024e-07	-	727897
ENSG00000118193	KIF14	69254	-4.06940197810119	2.62272629493592	268.854390353005	2.58531724405854e-30	1.01585340528473e-27	-	9928
ENSG00000118271	TTR	41824	-4.11643164315665	1.08811303160763	29.3969516735091	3.99155148423692e-07	1.05973485274834e-06	-	7276
ENSG00000118322	ATP10B	289094	-5.94118924156272	3.47361668480165	151.297549370913	7.59408145351622e-22	2.36992913808379e-20	-	23120
ENSG00000118785	SPP1	7865	-5.55456049818847	8.58281234818676	163.601555721522	6.68904428837684e-23	2.7211032165117e-21	-	6696
ENSG00000119125	GDA	142598	-4.18825010703198	1.5287302536783	52.7892198764188	7.75536643571701e-11	3.40224639195918e-10	-	9615
ENSG00000119547	ONECUT2	55924	-5.32471482497898	1.66860309723371	106.835188837418	1.5168119553159e-17	2.07798430233412e-16	-	9480
ENSG00000119888	EPCAM	42443	-1.78800744542473	8.15785403832916	186.326719211154	1.00088416846746e-24	6.15810903510103e-23	-	4072
ENSG00000119969	HELLS	68576	-2.6295102513504	3.35316871051711	232.39709593291	5.11073217046637e-28	7.96031067524262e-26	-	3070
ENSG00000120068	HOXB8	3915	-3.85324173248962	1.1716827942049	55.5452417198621	3.10654366185664e-11	1.43683877393899e-10	-	3218
ENSG00000120211	INSL4	3885	-8.30938794918555	1.55636845347187	81.3471603530931	1.2287010088922e-14	9.58619663480921e-14	-	3641
ENSG00000120322	PCDHB8	2749	-1.80753892989771	1.69511299038379	36.7985797944073	2.25931842721607e-08	7.08788900165825e-08	-	56128
ENSG00000120334	CENPL	25333	-1.59812269788947	2.78917682735251	159.38803882098	1.5171181433075e-22	5.66510919646726e-21	-	91687
ENSG00000120875	DUSP4	17620	-2.21095761069558	5.7734394750585	72.9309123515413	1.38612520674485e-13	9.17134278584451e-13	-	1846
ENSG00000121039	RDH10	30679	-1.71745757700083	6.65304213341382	47.744353736142	4.33104412844922e-10	1.71972808065656e-09	-	157506
ENSG00000121152	NCAPH	41325	-3.42842096694761	3.14899345594526	205.25779090987	3.86976502916969e-26	3.34521837946574e-24	-	23397
ENSG00000121207	LRAT	126175	-3.23330119422964	2.77946089342277	60.7005029191051	5.864532927871e-12	3.03205471859933e-11	-	9227
ENSG00000121211	MND1	70469	-3.36518031251169	1.15105222000008	186.190867815169	1.02531227648106e-24	6.27680845526957e-23	-	84057
ENSG00000121380	BCL2L14	161240	-1.50910156034854	1.18364358805891	43.1585526698728	2.18347046960113e-09	7.83520567640802e-09	-	79370
ENSG00000121621	KIF18A	87537	-1.52965925051237	2.36617375594101	95.8985300023747	2.40917875480147e-16	2.57650787840638e-15	-	81930
ENSG00000121742	GJB6	10403	-5.74543695474033	1.8248382818721	89.4161048845663	1.33697274585374e-15	1.23609207503024e-14	-	10804
ENSG00000121753	ADGRB2	37776	-1.6027551328778	2.20233028422399	47.4274036748401	4.83513672018475e-10	1.90681292781191e-09	-	576
ENSG00000121895	TMEM156	66178	-2.56870892273065	1.84230501358201	90.895455344918	8.99560222586451e-16	8.59728949049041e-15	-	80008
ENSG00000122133	PAEP	5199	-7.02141576309986	4.76437474133013	89.9468431094714	1.15938011250444e-15	1.08290236440244e-14	-	5047
ENSG00000122861	PLAU	8319	-2.90416300045115	6.88378748904389	107.938986761807	1.15692781461825e-17	1.6222323590377e-16	-	5328
ENSG00000122952	ZWINT	4046	-2.76860141362251	4.21082055063008	208.910626335051	2.11457784220102e-26	1.95502333228948e-24	-	11130
ENSG00000122966	CIT	191529	-2.38487803457471	6.65775680705598	67.5589258462607	6.93719861990041e-13	4.12438882185207e-12	-	11113
ENSG00000123131	PRDX4	22135	-1.58987334313063	6.45692083292086	109.365683715809	8.16960270770303e-18	1.18196034488266e-16	-	10549
ENSG00000123213	NLN	149520	-1.58333759060097	4.70290613854589	219.476079788074	3.83018435558025e-27	4.19114286858398e-25	-	57486
ENSG00000123219	CENPK	45402	-2.30772605392562	2.04103091910903	153.898077837803	4.500017503981e-22	1.50194599664725e-20	-	64105
ENSG00000123473	STIL	64753	-2.78635039998028	3.04268198294192	218.613758694719	4.39392121904997e-27	4.71841639479223e-25	-	6491
ENSG00000123485	HJURP	21150	-4.10434010977633	3.10412540649064	261.725201982196	6.96755458537128e-30	2.19429477958145e-27	-	55355
ENSG00000123500	COL10A1	39838	-4.52646332351128	4.94952348125603	146.83712880697	1.88723697188981e-21	5.50226644300217e-20	-	1300
ENSG00000123572	NRK	136071	-4.08853661038126	2.66317503243977	97.3100076802271	1.671559541652e-16	1.84661935563076e-15	-	203447
ENSG00000123999	INHA	6549	-7.28810075807674	3.33894928957511	105.041068389853	2.36308329092119e-17	3.1116029715717e-16	-	3623
ENSG00000124102	PI3	1642	-2.59425346178974	2.59765262149075	27.7886350688892	7.63050214420773e-07	1.96519814645028e-06	-	5266
ENSG00000124116	WFDC3	43988	-4.01144401600676	2.35104818215473	127.68253996407	1.1465936583601e-19	2.41161286610556e-18	-	140686
ENSG00000124143	ARHGAP40	49226	-3.92916163653919	2.51381105485614	99.2582406707227	1.01363644019832e-16	1.16676167873428e-15	-	343578
ENSG00000124260	MAGEA10	5268	-7.73702960239513	1.12436526166742	74.8761094798998	7.83453491670425e-14	5.39861594957752e-13	-	4109
ENSG00000124429	POF1B	102321	-2.27552873939761	3.59678289409571	48.9262235708708	2.87894302512787e-10	1.17324165980895e-09	-	79983
ENSG00000124466	LYPD3	4821	-3.89262537012459	3.70777187176272	118.872183524715	8.53279641688071e-19	1.49315300861792e-17	-	27076
ENSG00000124479	NDP	24619	-5.00303847534771	1.20498067284845	62.0151703285244	3.86741958493732e-12	2.05798144672149e-11	-	4693
ENSG00000124575	H1-3	775	-8.69791076694676	2.28933566323253	99.9937398555946	8.40286413352399e-17	9.82930433048013e-16	-	3007
ENSG00000124602	UNC5CL	12326	-3.24677027068607	3.4001032548194	164.15008964138	6.01843205908638e-23	2.46883254244473e-21	-	222643
ENSG00000124635	H2BC11	6898	-3.50654798334842	1.66696255806449	74.9252317378365	7.72310984585412e-14	5.33246190594935e-13	-	8970
ENSG00000124664	SPDEF	18531	-3.54944514676374	4.71290724453003	110.201881928277	6.66989285375695e-18	9.8813862509515e-17	-	25803
ENSG00000124766	SOX4	4868	-1.87449805825809	7.38766241436352	200.341542324779	8.82942762385983e-26	6.97040978031565e-24	-	6659
ENSG00000124787	RPP40	9346	-1.75525665076753	2.11706857477343	162.587442234166	8.13653928445707e-23	3.24130478546033e-21	-	10799
ENSG00000124813	RUNX2	336192	-1.58701317346855	3.53668295367122	124.889654630545	2.14784859551739e-19	4.27812838339863e-18	-	860
ENSG00000124882	EREG	23604	-2.88126813958493	4.43486823912248	26.3082941450692	1.3967578157738e-06	3.48816205068803e-06	-	2069
ENSG00000125319	HROB	20570	-2.89606157646903	1.96699689747343	228.885464138543	8.7660056735333e-28	1.28436840753998e-25	-	78995
ENSG00000125571	IL37	7717	-6.08176126816861	1.84880865203145	79.7678708606799	1.91901361948988e-14	1.45708504467987e-13	-	27178
ENSG00000125775	SDCBP2	19230	-1.6216665640687	4.1171347786681	45.9191064677505	8.19297537297007e-10	3.11383493566233e-09	-	27111
ENSG00000125851	PCSK2	258471	-3.50214821857162	5.9289941741921	21.7416887098006	9.50556241673901e-06	2.13403023793015e-05	-	5126
ENSG00000125885	MCM8	48325	-1.75668421058515	3.73535826086168	162.219742422487	8.7371160545251e-23	3.45665902669759e-21	-	84515
ENSG00000126249	PDCD2L	21769	-1.610587965528	2.87978689521215	169.438825502371	2.19765576511722e-23	9.59476528361406e-22	-	84306
ENSG00000126778	SIX1	14838	-2.40790937961198	4.01473882257642	48.0469944374367	3.89973695724544e-10	1.55926346562943e-09	-	6495
ENSG00000126787	DLGAP5	43496	-3.9051292774768	3.15219909021925	266.266693557187	3.69681174972463e-30	1.35987613491466e-27	-	9787
ENSG00000127129	EDN2	5908	-2.01544538357676	1.9759048500845	25.0531352536663	2.34698226835773e-06	5.7014158265613e-06	-	1907
ENSG00000127324	TSPAN8	316813	-2.0265582570821	5.78003991908335	32.0509059764019	1.39692713793101e-07	3.95471971306522e-07	-	7103
ENSG00000127561	SYNGR3	4615	-3.12675959206501	1.40024624087748	95.3873207546334	2.75200740540538e-16	2.88885586108401e-15	-	9143
ENSG00000127564	PKMYT1	12455	-2.0987409216564	4.26420647337304	203.462835419858	5.22166690485243e-26	4.49141289144247e-24	-	9088
ENSG00000127586	CHTF18	12691	-1.98819702700144	3.54929879236268	156.930828031071	2.46101059621588e-22	8.66566439877318e-21	-	63922
ENSG00000127831	VIL1	34174	-2.30350033403142	4.71184734438774	93.4405446786482	4.5824452580135e-16	4.61420477960369e-15	-	7429
ENSG00000128039	SRD5A3	26887	-1.56530050833529	5.65847040322081	95.0450146553186	3.00901984779316e-16	3.13580133505099e-15	-	79644
ENSG00000128050	PAICS	28837	-1.93866799667116	6.24963546134615	273.099930329535	1.44558140726398e-30	6.70782880513112e-28	-	10606
ENSG00000128059	PPAT	42253	-1.98651223354728	3.67474303247578	252.902192069749	2.44261817787125e-29	5.70681428070488e-27	-	5471
ENSG00000128165	ADM2	4897	-3.71334577587667	3.2829588729123	219.519322409048	3.80393896984217e-27	4.18893635984722e-25	-	79924
ENSG00000128298	BAIAP2L2	26363	-3.70671633838543	1.66926122032498	113.882129592269	2.75808537267182e-18	4.39488829567956e-17	-	80115
ENSG00000128422	KRT17	5400	-3.12431604912128	6.54505644874954	49.8232204953215	2.11642199069076e-10	8.78953153904698e-10	-	3872
ENSG00000128564	VGF	3060	-7.13126312128956	2.62666359580661	85.0918213584909	4.33598095526933e-15	3.65503533572167e-14	-	7425
ENSG00000128578	STRIP2	53967	-2.48855239954598	2.49436093600453	103.912433542191	3.12952753875555e-17	4.01382801317097e-16	-	57464
ENSG00000128683	GAD1	47938	-4.17720886498792	1.42922137199322	85.8416904392307	3.52873902828203e-15	3.02320956689634e-14	-	2571
ENSG00000129173	E2F8	17557	-3.37006096124018	2.08918772128032	211.62567339694	1.35565655998345e-26	1.26691601435426e-24	-	79733
ENSG00000129195	PIMREG	7028	-2.35273530505983	2.1594613609046	151.516162352604	7.26574115993758e-22	2.2964789563832e-20	-	54478
ENSG00000129437	KLK14	6750	-2.3923666256788	1.32990340799269	17.2895157556573	6.71206529272989e-05	0.000134342320960879	-	43847
ENSG00000129455	KLK8	6704	-5.56606744835227	1.89581822433744	48.3726707184135	3.4843286503425e-10	1.40388156690216e-09	-	11202
ENSG00000129521	EGLN3	538547	-3.08162414203547	5.24728034968065	128.90301888049	8.73658133082945e-20	1.87635720035665e-18	-	112399
ENSG00000129810	SGO1	25613	-3.47208090184372	1.55617642488826	221.134481675211	2.94433235757455e-27	3.4394974412234e-25	-	151648
ENSG00000129910	CDH15	23744	-2.0799542446304	1.3332607337368	43.6973051587683	1.80048916958956e-09	6.55064336132869e-09	-	1013
ENSG00000129988	LBP	30531	-4.40276666055567	1.43296868915252	38.4433552400073	1.22116937421429e-08	3.97344689626723e-08	-	3929
ENSG00000130234	ACE2	112670	-1.50004187857728	2.5370096154792	26.9378694570563	1.07901972960382e-06	2.72816205105593e-06	-	59272
ENSG00000130294	KIF1A	110532	-6.46480831844874	5.03841515973713	75.3086200409739	6.90716307000095e-14	4.79782813649042e-13	-	547
ENSG00000130383	FUT5	4714	-2.58503235191908	1.05007609036968	118.258287583617	9.84326797098112e-19	1.70350610560854e-17	-	2527
ENSG00000130487	KLHDC7B	5124	-1.99912787672481	2.10464387932905	58.7444436744394	1.0967239828162e-11	5.42991435822146e-11	-	113730
ENSG00000130590	SAMD10	5892	-1.64368673537006	2.87099920412275	145.593590211066	2.43964749212282e-21	6.93734629791307e-20	-	140700
ENSG00000130635	COL5A1	203040	-1.99260276450881	7.64254588653727	85.2339209846393	4.16970252023709e-15	3.52518273214567e-14	-	1289
ENSG00000130649	CYP2E1	40814	-1.59774785201748	1.54788379084572	21.9054401135496	8.86099638112445e-06	1.99762376363621e-05	-	1571
