#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
A2ML1	KLK6	9606.ENSP00000299698	9606.ENSP00000366047	0	0	0	0	0	0.134	0	0.730	0.756
CASC5	CENPK	9606.ENSP00000335463	9606.ENSP00000379911	0	0	0	0	0.422	0	0.600	0.660	0.914
CASC5	CDC20	9606.ENSP00000335463	9606.ENSP00000361540	0	0	0	0	0.650	0.677	0	0.674	0.960
CASC5	ZWINT	9606.ENSP00000335463	9606.ENSP00000363055	0	0	0	0	0.284	0.897	0	0.988	0.999
CBR1	UGT1A9	9606.ENSP00000290349	9606.ENSP00000346768	0	0	0	0	0.049	0.077	0.650	0.140	0.700
CBR1	UGT1A4	9606.ENSP00000290349	9606.ENSP00000362508	0	0	0	0	0.049	0.077	0.650	0.167	0.710
CBR1	UGT1A8	9606.ENSP00000290349	9606.ENSP00000304845	0	0	0	0	0.049	0.077	0.650	0.212	0.725
CBR1	UGT1A6	9606.ENSP00000290349	9606.ENSP00000303174	0	0	0	0	0.049	0.077	0.650	0.268	0.745
CBR1	CBR3	9606.ENSP00000290349	9606.ENSP00000290354	0	0	0.447	0.975	0.181	0.411	0.800	0.910	0.898
CBR1	CYP2E1	9606.ENSP00000290349	9606.ENSP00000440689	0	0	0	0	0	0.056	0.900	0.124	0.910
CBR1	CYP2D6	9606.ENSP00000290349	9606.ENSP00000353820	0	0	0	0	0	0.056	0.900	0.176	0.915
CBR1	PTGES	9606.ENSP00000290349	9606.ENSP00000342385	0	0	0	0	0	0	0.900	0.459	0.943
CBR3	UGT1A9	9606.ENSP00000290354	9606.ENSP00000346768	0	0	0	0	0	0.077	0.650	0.202	0.719
CBR3	UGT1A7	9606.ENSP00000290354	9606.ENSP00000362525	0	0	0	0	0	0.077	0.650	0.213	0.723
CBR3	UGT1A10	9606.ENSP00000290354	9606.ENSP00000343838	0	0	0	0	0	0.077	0.650	0.221	0.726
CBR3	UGT1A8	9606.ENSP00000290354	9606.ENSP00000304845	0	0	0	0	0	0.077	0.650	0.232	0.730
CBR3	UGT1A4	9606.ENSP00000290354	9606.ENSP00000362508	0	0	0	0	0	0.077	0.650	0.308	0.757
CBR3	UGT1A6	9606.ENSP00000290354	9606.ENSP00000303174	0	0	0	0	0	0.077	0.650	0.371	0.779
CBR3	PTGES	9606.ENSP00000290354	9606.ENSP00000342385	0	0	0	0	0	0	0.900	0.049	0.900
CBR3	CYP2E1	9606.ENSP00000290354	9606.ENSP00000440689	0	0	0	0	0	0.056	0.900	0.100	0.907
CBR3	CYP2D6	9606.ENSP00000290354	9606.ENSP00000353820	0	0	0	0	0	0.056	0.900	0.236	0.921
CBSL	GCLC	9606.ENSP00000381231	9606.ENSP00000229416	0	0	0	0	0.062	0.368	0	0.622	0.756
CBSL	SHMT2	9606.ENSP00000381231	9606.ENSP00000333667	0.046	0	0	0	0.062	0	0.900	0.593	0.958
CBSL	MAT1A	9606.ENSP00000381231	9606.ENSP00000361287	0.054	0	0	0	0.068	0	0	0.697	0.710
CBX2	SALL4	9606.ENSP00000308750	9606.ENSP00000217086	0	0	0	0	0.076	0.102	0.650	0.141	0.717
CBX2	UBE2S	9606.ENSP00000308750	9606.ENSP00000264552	0	0	0	0	0.139	0.101	0.900	0	0.915
CBX2	HIST2H2AC	9606.ENSP00000308750	9606.ENSP00000332194	0	0	0	0	0	0.082	0.600	0.318	0.728
CBX2	HIST2H3C	9606.ENSP00000308750	9606.ENSP00000358154	0	0	0	0	0	0.820	0	0.108	0.833
CBX2	HIST1H3E	9606.ENSP00000308750	9606.ENSP00000482271	0	0	0	0	0	0.820	0	0.116	0.834
CBX2	HIST1H3H	9606.ENSP00000308750	9606.ENSP00000358160	0	0	0	0	0.065	0.820	0	0.130	0.841
CBX2	HIST1H3J	9606.ENSP00000308750	9606.ENSP00000352252	0	0	0	0	0	0.867	0	0.130	0.880
CBX2	UBE2C	9606.ENSP00000308750	9606.ENSP00000348838	0	0	0	0	0.298	0.101	0.900	0.115	0.936
CBX2	EZH2	9606.ENSP00000308750	9606.ENSP00000320147	0	0	0	0	0.152	0.211	0.900	0.628	0.971
CCNA2	TRIP13	9606.ENSP00000274026	9606.ENSP00000166345	0	0	0	0	0.905	0.169	0	0.203	0.932
CCNA2	CDC6	9606.ENSP00000274026	9606.ENSP00000209728	0	0	0	0	0.916	0.945	0.900	0.831	0.999
CCNA2	CENPM	9606.ENSP00000274026	9606.ENSP00000215980	0	0	0	0	0.796	0	0	0.089	0.806
CCNA2	POLE2	9606.ENSP00000274026	9606.ENSP00000216367	0	0	0	0	0.781	0	0	0.319	0.844
CCNA2	MYBL2	9606.ENSP00000274026	9606.ENSP00000217026	0	0	0	0	0.590	0.307	0.800	0.653	0.977
CCNA2	ORC6	9606.ENSP00000274026	9606.ENSP00000219097	0	0	0	0	0.385	0	0.900	0.441	0.962
CCNA2	OIP5	9606.ENSP00000274026	9606.ENSP00000220514	0	0	0	0	0.872	0	0	0.355	0.914
CCNA2	RAD51AP1	9606.ENSP00000274026	9606.ENSP00000228843	0	0	0	0	0.827	0	0	0.248	0.865
CCNA2	GMNN	9606.ENSP00000274026	9606.ENSP00000230056	0	0	0	0	0.616	0.676	0	0.682	0.957
CCNA2	NCAPH	9606.ENSP00000274026	9606.ENSP00000240423	0	0	0	0	0.838	0	0	0.409	0.900
CCNA2	MND1	9606.ENSP00000274026	9606.ENSP00000240488	0	0	0	0	0.738	0	0	0.118	0.759
CCNA2	DLGAP5	9606.ENSP00000274026	9606.ENSP00000247191	0	0	0	0	0.967	0	0	0.465	0.981
CCNA2	FAM64A	9606.ENSP00000274026	9606.ENSP00000250056	0	0	0	0	0.803	0	0	0.298	0.856
CCNA2	NCAPG	9606.ENSP00000274026	9606.ENSP00000251496	0	0	0	0	0.958	0	0	0.461	0.976
CCNA2	GINS2	9606.ENSP00000274026	9606.ENSP00000253462	0	0	0	0	0.852	0.058	0	0.248	0.886
CCNA2	CCNB1	9606.ENSP00000274026	9606.ENSP00000256442	0	0	0	0.738	0.969	0.540	0.720	0.915	0.996
CCNA2	TROAP	9606.ENSP00000274026	9606.ENSP00000257909	0	0	0	0	0.869	0	0	0.166	0.886
CCNA2	ESPL1	9606.ENSP00000274026	9606.ENSP00000257934	0	0	0	0	0.908	0.143	0	0.592	0.965
CCNA2	KIF23	9606.ENSP00000274026	9606.ENSP00000260363	0	0	0	0	0.936	0.139	0	0.475	0.969
CCNA2	KIF11	9606.ENSP00000274026	9606.ENSP00000260731	0	0	0	0	0.976	0.139	0	0.526	0.989
CCNA2	LMNB1	9606.ENSP00000274026	9606.ENSP00000261366	0	0	0	0	0.819	0	0	0.326	0.873
CCNA2	NDC80	9606.ENSP00000274026	9606.ENSP00000261597	0	0	0	0	0.967	0	0	0.357	0.978
CCNA2	MCM4	9606.ENSP00000274026	9606.ENSP00000262105	0	0	0	0	0.795	0.165	0.900	0.615	0.992
CCNA2	PRR11	9606.ENSP00000274026	9606.ENSP00000262293	0	0	0	0	0.726	0	0	0.235	0.781
CCNA2	PKMYT1	9606.ENSP00000274026	9606.ENSP00000262300	0	0	0	0	0.584	0.790	0.900	0.408	0.994
CCNA2	CCNE1	9606.ENSP00000274026	9606.ENSP00000262643	0	0	0	0.645	0.393	0.245	0.900	0.832	0.964
CCNA2	E2F3	9606.ENSP00000274026	9606.ENSP00000262904	0	0	0	0	0.167	0.319	0.900	0.689	0.980
CCNA2	KIF18A	9606.ENSP00000274026	9606.ENSP00000263181	0	0	0	0	0.787	0.151	0	0.248	0.852
CCNA2	SGOL1	9606.ENSP00000274026	9606.ENSP00000263753	0	0	0	0	0.868	0.056	0	0.310	0.907
CCNA2	MCM6	9606.ENSP00000274026	9606.ENSP00000264156	0	0	0	0	0.716	0.348	0.900	0.563	0.990
CCNA2	POLQ	9606.ENSP00000274026	9606.ENSP00000264233	0	0	0	0	0.772	0	0	0.073	0.780
CCNA2	UBE2S	9606.ENSP00000274026	9606.ENSP00000264552	0	0	0	0	0.271	0.142	0.600	0.370	0.821
CCNA2	NEIL3	9606.ENSP00000274026	9606.ENSP00000264596	0	0	0	0	0.725	0	0	0.090	0.739
CCNA2	MCM2	9606.ENSP00000274026	9606.ENSP00000265056	0	0	0	0	0.848	0.165	0.900	0.776	0.996
CCNA2	CENPE	9606.ENSP00000274026	9606.ENSP00000265148	0	0	0	0	0.963	0.151	0	0.511	0.983
CCNA2	TICRR	9606.ENSP00000274026	9606.ENSP00000268138	0	0	0	0	0.602	0.288	0	0.371	0.806
CCNA2	PLK4	9606.ENSP00000274026	9606.ENSP00000270861	0	0	0	0	0.829	0.082	0	0.441	0.904
CCNA2	NUF2	9606.ENSP00000274026	9606.ENSP00000271452	0	0	0	0	0.879	0	0	0.374	0.921
CCNA2	CCNO	9606.ENSP00000274026	9606.ENSP00000282572	0	0	0	0.679	0.065	0.181	0.540	0.698	0.701
CCNA2	HIST1H2BD	9606.ENSP00000274026	9606.ENSP00000289316	0	0	0	0	0.064	0.057	0.650	0.166	0.708
CCNA2	DSCC1	9606.ENSP00000274026	9606.ENSP00000322180	0	0	0	0	0.673	0.149	0	0.119	0.733
CCNA2	ERCC6L	9606.ENSP00000274026	9606.ENSP00000334675	0	0	0	0	0.656	0.117	0	0.193	0.734
CCNA2	NCAPG2	9606.ENSP00000274026	9606.ENSP00000387007	0	0	0	0	0.723	0	0	0.090	0.737
CCNA2	UBE2T	9606.ENSP00000274026	9606.ENSP00000356243	0	0	0	0	0.648	0.142	0	0.217	0.743
CCNA2	KIF18B	9606.ENSP00000274026	9606.ENSP00000465992	0	0	0	0	0.677	0.151	0	0.142	0.744
CCNA2	CDCA2	9606.ENSP00000274026	9606.ENSP00000328228	0	0	0	0	0.634	0	0	0.338	0.747
CCNA2	CDKN2A	9606.ENSP00000274026	9606.ENSP00000418915	0	0	0	0	0.051	0.129	0	0.723	0.751
CCNA2	EZH2	9606.ENSP00000274026	9606.ENSP00000320147	0	0	0	0	0.606	0.064	0	0.416	0.766
CCNA2	CDCA4	9606.ENSP00000274026	9606.ENSP00000337226	0	0	0	0	0.497	0	0	0.574	0.777
CCNA2	FAM83D	9606.ENSP00000274026	9606.ENSP00000481110	0	0	0	0	0.741	0	0	0.181	0.779
CCNA2	KNTC1	9606.ENSP00000274026	9606.ENSP00000328236	0	0	0	0	0.739	0.077	0	0.221	0.796
CCNA2	SKA3	9606.ENSP00000274026	9606.ENSP00000319417	0	0	0	0	0.768	0	0	0.170	0.799
CCNA2	KIF20B	9606.ENSP00000274026	9606.ENSP00000360793	0	0	0	0	0.740	0.139	0	0.190	0.803
CCNA2	TK1	9606.ENSP00000274026	9606.ENSP00000301634	0	0	0	0	0.696	0	0	0.391	0.807
CCNA2	KPNA2	9606.ENSP00000274026	9606.ENSP00000438483	0	0	0	0	0.732	0.168	0	0.226	0.812
CCNA2	CENPU	9606.ENSP00000274026	9606.ENSP00000281453	0	0	0	0	0.782	0	0	0.182	0.814
CCNA2	RAD54L	9606.ENSP00000274026	9606.ENSP00000361043	0	0	0	0	0.696	0.117	0	0.388	0.821
CCNA2	HELLS	9606.ENSP00000274026	9606.ENSP00000377601	0	0	0	0	0.753	0.117	0	0.252	0.822
CCNA2	CKAP2L	9606.ENSP00000274026	9606.ENSP00000305204	0	0	0	0	0.818	0	0	0.075	0.825
CCNA2	RAD51	9606.ENSP00000274026	9606.ENSP00000372088	0	0	0	0	0.642	0.162	0	0.479	0.830
CCNA2	EPHB2	9606.ENSP00000274026	9606.ENSP00000363763	0	0	0	0	0.817	0.103	0	0.095	0.838
CCNA2	STIL	9606.ENSP00000274026	9606.ENSP00000360944	0	0	0	0	0.754	0	0	0.378	0.840
CCNA2	CCNF	9606.ENSP00000274026	9606.ENSP00000380256	0	0	0	0.648	0.610	0	0.540	0.609	0.851
CCNA2	FANCI	9606.ENSP00000274026	9606.ENSP00000310842	0	0	0	0	0.815	0	0	0.234	0.852
CCNA2	SKA1	9606.ENSP00000274026	9606.ENSP00000285116	0	0	0	0	0.814	0	0	0.245	0.854
CCNA2	ZWINT	9606.ENSP00000274026	9606.ENSP00000363055	0	0	0	0	0.790	0	0	0.341	0.856
CCNA2	CENPW	9606.ENSP00000274026	9606.ENSP00000357308	0	0	0	0	0.833	0	0	0.209	0.862
CCNA2	GTSE1	9606.ENSP00000274026	9606.ENSP00000415430	0	0	0	0	0.815	0	0	0.294	0.864
CCNA2	CDCA7	9606.ENSP00000274026	9606.ENSP00000306968	0	0	0	0	0.833	0	0	0.235	0.867
CCNA2	KIF14	9606.ENSP00000274026	9606.ENSP00000356319	0	0	0	0	0.816	0.139	0	0.244	0.870
CCNA2	SPC25	9606.ENSP00000274026	9606.ENSP00000282074	0	0	0	0	0.861	0	0	0.103	0.870
CCNA2	RFC4	9606.ENSP00000274026	9606.ENSP00000376272	0	0	0	0	0.799	0.078	0	0.382	0.876
CCNA2	DEPDC1	9606.ENSP00000274026	9606.ENSP00000412292	0	0	0	0	0.875	0	0	0.095	0.882
CCNA2	HMMR	9606.ENSP00000274026	9606.ENSP00000377492	0	0	0	0	0.837	0	0	0.325	0.885
CCNA2	E2F7	9606.ENSP00000274026	9606.ENSP00000323246	0	0	0	0	0.618	0.171	0	0.666	0.885
CCNA2	CDCA5	9606.ENSP00000274026	9606.ENSP00000275517	0	0	0	0	0.829	0	0	0.419	0.896
CCNA2	KIFC1	9606.ENSP00000274026	9606.ENSP00000393963	0	0	0	0	0.849	0.139	0	0.335	0.906
CCNA2	UHRF1	9606.ENSP00000274026	9606.ENSP00000479617	0	0	0	0	0.868	0	0	0.323	0.907
CCNA2	EXO1	9606.ENSP00000274026	9606.ENSP00000355506	0	0	0	0	0.813	0.346	0	0.299	0.907
CCNA2	TYMS	9606.ENSP00000274026	9606.ENSP00000315644	0	0	0	0	0.837	0	0	0.456	0.907
CCNA2	CENPA	9606.ENSP00000274026	9606.ENSP00000336868	0	0	0	0	0.833	0.071	0	0.463	0.909
CCNA2	RACGAP1	9606.ENSP00000274026	9606.ENSP00000404190	0	0	0	0	0.879	0.066	0	0.335	0.918
CCNA2	HJURP	9606.ENSP00000274026	9606.ENSP00000414109	0	0	0	0	0.904	0	0	0.264	0.926
CCNA2	CDC45	9606.ENSP00000274026	9606.ENSP00000405726	0	0	0	0	0.818	0.078	0	0.603	0.927
CCNA2	FEN1	9606.ENSP00000274026	9606.ENSP00000305480	0	0	0	0	0.817	0.379	0	0.409	0.927
CCNA2	DTL	9606.ENSP00000274026	9606.ENSP00000355958	0	0	0	0	0.825	0.270	0	0.486	0.928
CCNA2	CDCA3	9606.ENSP00000274026	9606.ENSP00000442068	0	0	0	0	0.881	0	0	0.442	0.930
CCNA2	TACC3	9606.ENSP00000274026	9606.ENSP00000326550	0	0	0	0	0.916	0	0	0.213	0.931
CCNA2	SPAG5	9606.ENSP00000274026	9606.ENSP00000323300	0	0	0	0	0.919	0	0	0.255	0.937
CCNA2	MCM10	9606.ENSP00000274026	9606.ENSP00000418268	0	0	0	0	0.886	0	0	0.492	0.939
CCNA2	ESCO2	9606.ENSP00000274026	9606.ENSP00000306999	0	0	0	0	0.927	0.110	0	0.178	0.942
CCNA2	SHCBP1	9606.ENSP00000274026	9606.ENSP00000306473	0	0	0	0	0.926	0	0	0.258	0.943
CCNA2	E2F8	9606.ENSP00000274026	9606.ENSP00000481103	0	0	0	0	0.821	0.171	0	0.667	0.946
CCNA2	MCM8	9606.ENSP00000274026	9606.ENSP00000368164	0	0	0	0	0.267	0.174	0.900	0.233	0.947
CCNA2	ECT2	9606.ENSP00000274026	9606.ENSP00000376457	0	0	0	0	0.936	0.073	0	0.205	0.949
CCNA2	CENPF	9606.ENSP00000274026	9606.ENSP00000355922	0	0	0	0	0.909	0	0	0.499	0.952
CCNA2	KIF4A	9606.ENSP00000274026	9606.ENSP00000363524	0	0	0	0	0.921	0.139	0	0.382	0.954
CCNA2	CHEK1	9606.ENSP00000274026	9606.ENSP00000388648	0	0	0	0	0.852	0.058	0	0.702	0.955
CCNA2	TPX2	9606.ENSP00000274026	9606.ENSP00000300403	0	0	0	0	0.927	0	0	0.426	0.956
CCNA2	MKI67	9606.ENSP00000274026	9606.ENSP00000357643	0	0	0	0	0.920	0	0	0.484	0.957
CCNA2	KIF15	9606.ENSP00000274026	9606.ENSP00000324020	0	0	0	0	0.933	0.139	0	0.315	0.957
CCNA2	CEP55	9606.ENSP00000274026	9606.ENSP00000360540	0	0	0	0	0.942	0	0	0.330	0.959
CCNA2	PTTG1	9606.ENSP00000274026	9606.ENSP00000377536	0	0	0	0	0.896	0	0	0.634	0.960
CCNA2	PRC1	9606.ENSP00000274026	9606.ENSP00000377793	0	0	0	0	0.926	0.321	0	0.281	0.961
CCNA2	MELK	9606.ENSP00000274026	9606.ENSP00000298048	0	0	0	0	0.930	0.155	0	0.393	0.961
CCNA2	RRM2	9606.ENSP00000274026	9606.ENSP00000353770	0	0	0	0	0.930	0	0	0.522	0.965
CCNA2	CCNE2	9606.ENSP00000274026	9606.ENSP00000429089	0	0	0	0.640	0.426	0.245	0.900	0.785	0.966
CCNA2	KIF2C	9606.ENSP00000274026	9606.ENSP00000361298	0	0	0	0	0.932	0.139	0	0.468	0.966
CCNA2	KIAA0101	9606.ENSP00000274026	9606.ENSP00000300035	0	0	0	0	0.959	0	0	0.249	0.967
CCNA2	NEK2	9606.ENSP00000274026	9606.ENSP00000355966	0	0	0	0	0.918	0	0	0.621	0.967
CCNA2	PBK	9606.ENSP00000274026	9606.ENSP00000428489	0	0	0	0	0.949	0.103	0	0.361	0.968
CCNA2	KIF20A	9606.ENSP00000274026	9606.ENSP00000378356	0	0	0	0	0.938	0.139	0	0.468	0.969
CCNA2	CDKN3	9606.ENSP00000274026	9606.ENSP00000335357	0	0	0	0	0.886	0.085	0	0.790	0.976
CCNA2	E2F2	9606.ENSP00000274026	9606.ENSP00000355249	0	0	0	0	0.211	0.171	0.900	0.761	0.982
CCNA2	CDC25C	9606.ENSP00000274026	9606.ENSP00000321656	0	0	0	0	0.699	0.310	0.650	0.811	0.984
CCNA2	CDCA8	9606.ENSP00000274026	9606.ENSP00000362146	0	0	0	0	0.973	0	0	0.477	0.985
CCNA2	TOP2A	9606.ENSP00000274026	9606.ENSP00000411532	0	0	0	0	0.967	0.056	0	0.575	0.985
CCNA2	TTK	9606.ENSP00000274026	9606.ENSP00000358813	0	0	0	0	0.979	0.067	0	0.485	0.989
CCNA2	CCNB2	9606.ENSP00000274026	9606.ENSP00000288207	0	0	0	0.743	0.968	0.181	0.540	0.837	0.989
CCNA2	NUSAP1	9606.ENSP00000274026	9606.ENSP00000453403	0	0	0	0	0.981	0	0	0.455	0.989
CCNA2	MCM7	9606.ENSP00000274026	9606.ENSP00000307288	0	0	0	0	0.720	0.165	0.900	0.742	0.993
CCNA2	PLK1	9606.ENSP00000274026	9606.ENSP00000300093	0	0	0	0	0.976	0.082	0	0.751	0.994
CCNA2	FOXM1	9606.ENSP00000274026	9606.ENSP00000342307	0	0	0	0	0.864	0.103	0.900	0.608	0.994
CCNA2	CDC25A	9606.ENSP00000274026	9606.ENSP00000303706	0	0	0	0	0.579	0.196	0.900	0.869	0.995
CCNA2	UBE2C	9606.ENSP00000274026	9606.ENSP00000348838	0	0	0	0	0.955	0.346	0.600	0.652	0.995
CCNA2	CKS1B	9606.ENSP00000274026	9606.ENSP00000311083	0	0	0	0	0.829	0.898	0.600	0.698	0.997
CCNA2	ORC1	9606.ENSP00000274026	9606.ENSP00000360623	0	0	0	0	0.758	0.795	0.900	0.602	0.997
CCNA2	MAD2L1	9606.ENSP00000274026	9606.ENSP00000296509	0	0	0	0	0.983	0.108	0.600	0.641	0.997
CCNA2	E2F1	9606.ENSP00000274026	9606.ENSP00000345571	0	0	0	0	0.310	0.891	0.900	0.873	0.998
CCNA2	CDK1	9606.ENSP00000274026	9606.ENSP00000378699	0	0.007	0	0	0.985	0.929	0.900	0.992	0.999
CCNA2	CDC20	9606.ENSP00000274026	9606.ENSP00000361540	0	0	0	0	0.984	0.979	0.600	0.926	0.999
CCNA2	CDT1	9606.ENSP00000274026	9606.ENSP00000301019	0	0	0	0	0.811	0.870	0.900	0.780	0.999
CCNB1	TRIP13	9606.ENSP00000256442	9606.ENSP00000166345	0	0	0	0	0.828	0.169	0	0.307	0.892
CCNB1	CDC6	9606.ENSP00000256442	9606.ENSP00000209728	0	0	0	0	0.813	0.757	0	0.780	0.989
CCNB1	CENPM	9606.ENSP00000256442	9606.ENSP00000215980	0	0	0	0	0.713	0	0	0.167	0.751
CCNB1	MYBL2	9606.ENSP00000256442	9606.ENSP00000217026	0	0	0	0	0.575	0.156	0.900	0.624	0.984
CCNB1	ORC6	9606.ENSP00000256442	9606.ENSP00000219097	0	0	0	0	0.298	0	0.600	0.355	0.803
CCNB1	OIP5	9606.ENSP00000256442	9606.ENSP00000220514	0	0	0	0	0.902	0	0	0.176	0.916
CCNB1	RAD51AP1	9606.ENSP00000256442	9606.ENSP00000228843	0	0	0	0	0.772	0	0	0.198	0.809
CCNB1	GAPDH	9606.ENSP00000256442	9606.ENSP00000229239	0	0	0	0	0.174	0.270	0	0.692	0.798
CCNB1	GMNN	9606.ENSP00000256442	9606.ENSP00000230056	0	0	0	0	0.784	0	0	0.667	0.925
CCNB1	NUP155	9606.ENSP00000256442	9606.ENSP00000231498	0	0	0	0	0.232	0.066	0.900	0.106	0.927
CCNB1	NCAPH	9606.ENSP00000256442	9606.ENSP00000240423	0	0	0	0	0.764	0	0.900	0.377	0.984
CCNB1	MND1	9606.ENSP00000256442	9606.ENSP00000240488	0	0	0	0	0.722	0	0	0.182	0.763
CCNB1	DLGAP5	9606.ENSP00000256442	9606.ENSP00000247191	0	0	0	0	0.976	0	0	0.525	0.988
CCNB1	FAM64A	9606.ENSP00000256442	9606.ENSP00000250056	0	0	0	0	0.766	0	0	0.171	0.798
CCNB1	NCAPG	9606.ENSP00000256442	9606.ENSP00000251496	0	0	0	0	0.868	0	0.900	0.621	0.994
CCNB1	GINS2	9606.ENSP00000256442	9606.ENSP00000253462	0	0	0	0	0.816	0.059	0	0.310	0.870
CCNB1	KPNA7	9606.ENSP00000256442	9606.ENSP00000330878	0	0	0	0	0.637	0.193	0	0.082	0.707
CCNB1	CDCA7	9606.ENSP00000256442	9606.ENSP00000306968	0	0	0	0	0.621	0	0	0.297	0.722
CCNB1	E2F7	9606.ENSP00000256442	9606.ENSP00000323246	0	0	0	0	0.421	0.171	0	0.482	0.729
CCNB1	RCC1	9606.ENSP00000256442	9606.ENSP00000362937	0	0	0	0	0.517	0	0	0.485	0.741
CCNB1	TROAP	9606.ENSP00000256442	9606.ENSP00000257909	0	0	0	0	0.717	0	0	0.189	0.760
CCNB1	RAD54L	9606.ENSP00000256442	9606.ENSP00000361043	0	0	0	0	0.682	0.117	0	0.226	0.764
CCNB1	MCM8	9606.ENSP00000256442	9606.ENSP00000368164	0	0	0	0	0.183	0.165	0.600	0.249	0.768
CCNB1	TK1	9606.ENSP00000256442	9606.ENSP00000301634	0	0	0	0	0.645	0	0	0.400	0.778
CCNB1	CDCA2	9606.ENSP00000256442	9606.ENSP00000328228	0	0	0	0	0.660	0	0	0.396	0.786
CCNB1	CENPU	9606.ENSP00000256442	9606.ENSP00000281453	0	0	0	0	0.724	0	0	0.283	0.794
CCNB1	DEPDC1	9606.ENSP00000256442	9606.ENSP00000412292	0	0	0	0	0.725	0	0	0.287	0.795
CCNB1	UHRF1	9606.ENSP00000256442	9606.ENSP00000479617	0	0	0	0	0.723	0	0	0.299	0.797
CCNB1	UBE2T	9606.ENSP00000256442	9606.ENSP00000356243	0	0	0	0	0.735	0.142	0	0.197	0.801
CCNB1	KIF18A	9606.ENSP00000256442	9606.ENSP00000263181	0	0	0	0	0.666	0.139	0	0.379	0.806
CCNB1	KIF18B	9606.ENSP00000256442	9606.ENSP00000465992	0	0	0	0	0.727	0.139	0	0.285	0.817
CCNB1	SHCBP1	9606.ENSP00000256442	9606.ENSP00000306473	0	0	0	0	0.775	0	0	0.230	0.819
CCNB1	SGOL1	9606.ENSP00000256442	9606.ENSP00000263753	0	0	0	0	0.717	0.057	0	0.393	0.823
CCNB1	KNTC1	9606.ENSP00000256442	9606.ENSP00000328236	0	0	0	0	0.753	0.145	0	0.279	0.835
CCNB1	KIF20B	9606.ENSP00000256442	9606.ENSP00000360793	0	0	0	0	0.730	0.139	0	0.348	0.835
CCNB1	FEN1	9606.ENSP00000256442	9606.ENSP00000305480	0	0	0	0	0.741	0.141	0	0.325	0.837
CCNB1	FANCI	9606.ENSP00000256442	9606.ENSP00000310842	0	0	0	0	0.811	0	0	0.182	0.839
CCNB1	HJURP	9606.ENSP00000256442	9606.ENSP00000414109	0	0	0	0	0.806	0	0	0.213	0.841
CCNB1	TYMS	9606.ENSP00000256442	9606.ENSP00000315644	0	0	0	0	0.725	0	0	0.456	0.844
CCNB1	KIFC1	9606.ENSP00000256442	9606.ENSP00000393963	0	0	0	0	0.706	0.180	0	0.434	0.851
CCNB1	PLK4	9606.ENSP00000256442	9606.ENSP00000270861	0	0	0	0	0.673	0.082	0	0.552	0.853
CCNB1	CCNF	9606.ENSP00000256442	9606.ENSP00000380256	0	0	0	0.606	0.322	0.376	0.540	0.794	0.854
CCNB1	EXO1	9606.ENSP00000256442	9606.ENSP00000355506	0	0	0	0	0.721	0.346	0	0.282	0.857
CCNB1	CCNE2	9606.ENSP00000256442	9606.ENSP00000429089	0	0	0	0.631	0.357	0	0.720	0.789	0.866
CCNB1	KIF14	9606.ENSP00000256442	9606.ENSP00000356319	0	0	0	0	0.789	0.139	0	0.336	0.869
CCNB1	RFC4	9606.ENSP00000256442	9606.ENSP00000376272	0	0	0	0	0.776	0.078	0	0.426	0.871
CCNB1	SPC25	9606.ENSP00000256442	9606.ENSP00000282074	0	0	0	0	0.838	0	0	0.240	0.871
CCNB1	RAD51	9606.ENSP00000256442	9606.ENSP00000372088	0	0	0	0	0.648	0.348	0	0.487	0.872
CCNB1	ORC1	9606.ENSP00000256442	9606.ENSP00000360623	0	0	0	0	0.434	0.232	0.600	0.361	0.874
CCNB1	UBE2S	9606.ENSP00000256442	9606.ENSP00000264552	0	0	0	0	0.313	0.346	0.600	0.387	0.875
CCNB1	MCM10	9606.ENSP00000256442	9606.ENSP00000418268	0	0	0	0	0.807	0	0	0.396	0.878
CCNB1	TACC3	9606.ENSP00000256442	9606.ENSP00000326550	0	0	0	0	0.801	0	0	0.424	0.880
CCNB1	ESCO2	9606.ENSP00000256442	9606.ENSP00000306999	0	0	0	0	0.841	0.141	0	0.199	0.881
CCNB1	DTL	9606.ENSP00000256442	9606.ENSP00000355958	0	0	0	0	0.818	0	0	0.390	0.884
CCNB1	ZWINT	9606.ENSP00000256442	9606.ENSP00000363055	0	0	0	0	0.796	0	0	0.458	0.884
CCNB1	SGOL2	9606.ENSP00000256442	9606.ENSP00000350447	0	0	0	0	0.851	0	0	0.268	0.886
CCNB1	CENPW	9606.ENSP00000256442	9606.ENSP00000357308	0	0	0	0	0.873	0	0	0.148	0.888
CCNB1	ECT2	9606.ENSP00000256442	9606.ENSP00000376457	0	0	0	0	0.799	0.099	0	0.432	0.888
CCNB1	MCM6	9606.ENSP00000256442	9606.ENSP00000264156	0	0	0	0	0.743	0.213	0	0.508	0.891
CCNB1	HMMR	9606.ENSP00000256442	9606.ENSP00000377492	0	0	0	0	0.825	0	0	0.427	0.895
CCNB1	NUF2	9606.ENSP00000256442	9606.ENSP00000271452	0	0	0	0	0.816	0	0	0.466	0.897
CCNB1	SPAG5	9606.ENSP00000256442	9606.ENSP00000323300	0	0	0	0	0.873	0	0	0.283	0.905
